customer_id,tenure_months,contract_type,monthly_charges,total_charges,internet_service,online_security,tech_support,streaming_tv,payment_method,paperless_billing,senior_citizen,partner,dependents,phone_service,multiple_lines,support_calls_3mo,avg_data_gb_3mo,late_payments_6mo,plan_changes_6mo,churned,segment,segment_label
CUST50930,23,Month-to-month,103.76,2165.79,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,Yes,Yes,Yes,Yes,4,0.0,1,0,0,0,Early Leavers
CUST50931,2,One year,71.54,142.29,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,No,No,Yes,Yes,2,0.0,0,0,1,1,Price-Sensitive
CUST50932,4,Month-to-month,85.34,347.1,DSL,No,No,No,Credit card (auto),Yes,0,Yes,Yes,Yes,Yes,4,14.42,0,1,1,1,Price-Sensitive
CUST50933,19,Two year,96.08,1579.67,DSL,Yes,No,No,Electronic check,No,0,No,Yes,Yes,No,0,60.0,3,0,1,0,Early Leavers
CUST50934,21,Month-to-month,52.12,1001.81,Fiber optic,Yes,Yes,No,Credit card (auto),Yes,0,Yes,Yes,Yes,Yes,0,42.13,0,0,0,1,Price-Sensitive
CUST50935,7,One year,117.81,776.05,Fiber optic,No,No,No,Electronic check,No,0,Yes,Yes,Yes,No,2,12.06,1,2,0,0,Early Leavers
CUST50936,9,One year,50.32,462.19,Fiber optic,No,No,No,Electronic check,No,1,No,No,Yes,Yes,0,20.72,3,0,0,0,Early Leavers
CUST50937,11,Two year,73.8,805.5,DSL,No,No,No,Electronic check,No,0,Yes,No,Yes,No,8,12.53,1,0,1,2,Service-Frustrated
CUST50938,23,One year,95.38,2191.48,Fiber optic,No,No,Yes,Bank transfer (auto),No,1,No,Yes,Yes,Yes,1,2.18,1,1,1,0,Early Leavers
CUST50939,7,Month-to-month,81.2,555.13,Fiber optic,No,No,No,Credit card (auto),No,0,No,No,Yes,Yes,2,14.83,0,0,1,1,Price-Sensitive
CUST50940,3,Month-to-month,104.74,298.16,Fiber optic,No,Yes,No,Credit card (auto),Yes,0,Yes,No,Yes,Yes,1,111.17,0,1,0,1,Price-Sensitive
CUST50941,5,Month-to-month,45.69,234.68,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,No,Yes,Yes,1,0.0,1,0,1,0,Early Leavers
CUST50942,17,One year,98.49,1596.94,Fiber optic,No,Yes,No,Electronic check,No,0,No,No,Yes,No,0,49.34,0,0,0,1,Price-Sensitive
CUST50944,6,Month-to-month,90.5,535.01,Fiber optic,Yes,Yes,No,Mailed check,No,0,Yes,Yes,Yes,No,2,69.84,1,0,1,0,Early Leavers
CUST50945,2,Month-to-month,61.76,125.82,DSL,No,No,Yes,Bank transfer (auto),Yes,1,No,No,Yes,Yes,4,57.1,0,0,1,1,Price-Sensitive
CUST50946,10,Month-to-month,62.03,529.19,Fiber optic,No,Yes,Yes,Electronic check,No,1,Yes,Yes,Yes,Yes,0,64.59,0,0,0,1,Price-Sensitive
CUST50948,19,Month-to-month,20.19,376.48,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,No,No,Yes,No,1,0.0,0,0,0,1,Price-Sensitive
CUST50949,35,One year,92.28,3182.26,Fiber optic,No,No,Yes,Mailed check,No,0,No,No,Yes,Yes,2,28.29,0,3,0,1,Price-Sensitive
CUST50950,3,Month-to-month,20.17,52.99,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,Yes,Yes,No,2,0.0,1,3,0,0,Early Leavers
CUST50951,10,Month-to-month,36.83,355.06,No,No internet service,No internet service,No internet service,Electronic check,No,0,Yes,Yes,Yes,No,13,0.0,1,1,1,2,Service-Frustrated
CUST50952,11,Month-to-month,117.87,1298.39,DSL,No,Yes,No,Bank transfer (auto),Yes,0,No,Yes,Yes,No,2,5.02,1,1,0,0,Early Leavers
CUST50954,23,One year,57.58,1344.65,DSL,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,No,1,60.28,0,0,0,1,Price-Sensitive
CUST50955,27,Month-to-month,51.2,1375.73,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,Yes,Yes,No,0,0.0,2,0,0,0,Early Leavers
CUST50956,24,Month-to-month,62.27,1421.85,DSL,No,No,No,Bank transfer (auto),No,0,Yes,Yes,Yes,Yes,2,3.57,1,0,1,0,Early Leavers
CUST50961,22,Two year,115.9,2416.47,Fiber optic,No,No,No,Electronic check,No,0,Yes,No,Yes,Yes,1,26.87,1,0,0,0,Early Leavers
CUST50962,33,Month-to-month,81.24,2525.87,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,Yes,Yes,No,No phone service,2,0.0,0,0,1,1,Price-Sensitive
CUST50963,4,Month-to-month,51.24,211.27,DSL,No,Yes,No,Bank transfer (auto),No,0,No,Yes,Yes,No,0,14.27,1,2,0,0,Early Leavers
CUST50964,17,Month-to-month,29.78,501.97,Fiber optic,No,No,Yes,Mailed check,Yes,0,No,Yes,Yes,Yes,1,3.88,0,0,1,1,Price-Sensitive
CUST50965,2,One year,68.49,140.59,DSL,Yes,No,Yes,Bank transfer (auto),Yes,1,Yes,No,Yes,Yes,1,15.17,0,1,0,1,Price-Sensitive
CUST50966,3,Month-to-month,64.41,184.03,DSL,No,No,No,Credit card (auto),Yes,1,No,No,Yes,Yes,8,12.72,0,0,1,2,Service-Frustrated
CUST50968,8,Month-to-month,48.9,349.43,Fiber optic,No,Yes,No,Bank transfer (auto),Yes,0,Yes,Yes,Yes,Yes,1,30.5,1,0,0,0,Early Leavers
CUST50969,5,Month-to-month,117.16,521.9,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,No,No,Yes,Yes,4,0.0,0,2,1,1,Price-Sensitive
CUST50970,21,Month-to-month,60.45,1198.1,Fiber optic,No,No,No,Mailed check,No,0,Yes,Yes,Yes,Yes,2,18.84,0,0,0,1,Price-Sensitive
CUST50971,5,One year,113.41,567.81,DSL,No,No,No,Electronic check,No,1,No,Yes,No,No phone service,1,50.59,0,0,0,1,Price-Sensitive
CUST50973,3,One year,118.51,348.42,Fiber optic,No,No,No,Bank transfer (auto),No,1,Yes,No,Yes,Yes,8,17.91,1,1,1,2,Service-Frustrated
CUST50974,59,Month-to-month,41.27,2555.69,DSL,No,No,No,Electronic check,Yes,0,No,No,No,No phone service,1,16.14,0,1,1,1,Price-Sensitive
CUST50976,5,Month-to-month,84.73,424.82,Fiber optic,No,No,Yes,Electronic check,Yes,0,No,No,Yes,Yes,0,25.41,0,0,1,1,Price-Sensitive
CUST50977,6,One year,102.73,591.62,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,1,Yes,No,Yes,Yes,1,0.0,0,1,0,1,Price-Sensitive
CUST50978,32,Month-to-month,29.47,950.31,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,Yes,Yes,Yes,Yes,1,20.35,2,0,1,0,Early Leavers
CUST50979,8,One year,119.54,820.4,Fiber optic,No,Yes,No,Mailed check,No,0,No,Yes,Yes,Yes,1,31.28,0,1,0,1,Price-Sensitive
CUST50981,72,Month-to-month,54.57,3918.08,DSL,No,No,No,Electronic check,Yes,0,No,No,Yes,No,2,33.85,1,1,0,0,Early Leavers
CUST50982,38,Month-to-month,100.49,3597.08,Fiber optic,Yes,No,No,Electronic check,No,0,Yes,Yes,Yes,No,2,61.15,1,0,1,0,Early Leavers
CUST50983,7,Two year,44.57,307.9,Fiber optic,No,No,No,Mailed check,Yes,0,No,No,Yes,Yes,3,30.61,0,0,1,1,Price-Sensitive
CUST50984,5,Month-to-month,98.41,444.73,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,Yes,Yes,No,No phone service,0,0.0,1,0,1,0,Early Leavers
CUST50985,4,One year,41.25,149.68,No,No internet service,No internet service,No internet service,Credit card (auto),No,0,Yes,No,No,No phone service,2,0.0,1,1,0,0,Early Leavers
CUST50987,9,Month-to-month,89.13,836.51,Fiber optic,Yes,No,No,Electronic check,No,1,No,No,Yes,Yes,1,8.29,1,0,1,0,Early Leavers
CUST50988,36,Month-to-month,106.78,3775.72,Fiber optic,No,Yes,Yes,Electronic check,Yes,1,No,Yes,Yes,Yes,0,48.16,0,0,1,1,Price-Sensitive
CUST50989,3,One year,81.63,235.17,Fiber optic,No,No,Yes,Electronic check,No,0,Yes,Yes,Yes,Yes,1,14.57,0,1,1,1,Price-Sensitive
CUST50991,1,One year,87.86,82.64,Fiber optic,No,No,Yes,Electronic check,No,0,Yes,No,Yes,Yes,2,21.68,0,0,1,1,Price-Sensitive
CUST50993,5,Month-to-month,75.35,373.56,DSL,No,Yes,Yes,Electronic check,No,0,No,No,Yes,No,5,14.41,0,1,0,2,Service-Frustrated
CUST50994,19,One year,72.4,1367.03,DSL,Yes,No,No,Electronic check,Yes,0,Yes,No,Yes,No,1,11.85,0,1,0,1,Price-Sensitive
CUST50996,72,Month-to-month,87.6,5544.3,Fiber optic,No,No,Yes,Electronic check,No,0,No,No,Yes,No,2,25.04,0,0,1,1,Price-Sensitive
CUST50998,1,One year,104.71,94.94,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,1,No,Yes,Yes,Yes,2,0.0,1,1,1,0,Early Leavers
CUST51000,9,Month-to-month,115.81,972.48,DSL,Yes,No,Yes,Electronic check,No,1,Yes,No,Yes,No,2,13.8,0,0,1,1,Price-Sensitive
CUST51001,29,Month-to-month,45.21,1357.27,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,No,Yes,Yes,Yes,0,0.0,0,0,0,1,Price-Sensitive
CUST51002,23,Two year,85.81,1762.83,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,No,Yes,No,2,0.0,1,0,0,0,Early Leavers
CUST51003,1,Month-to-month,119.06,105.14,Fiber optic,No,No,Yes,Electronic check,No,0,No,No,Yes,Yes,1,34.21,0,0,1,1,Price-Sensitive
CUST51005,57,Month-to-month,84.42,4350.65,Fiber optic,Yes,No,No,Bank transfer (auto),No,0,No,No,Yes,Yes,2,25.62,1,0,0,0,Early Leavers
CUST51007,1,One year,108.55,102.05,DSL,No,Yes,No,Bank transfer (auto),Yes,0,No,Yes,Yes,No,1,11.67,0,0,0,1,Price-Sensitive
CUST51008,32,Month-to-month,50.4,1501.08,DSL,No,Yes,No,Electronic check,No,0,No,No,Yes,Yes,2,60.37,0,0,0,1,Price-Sensitive
CUST51010,13,Month-to-month,46.49,618.33,Fiber optic,No,No,Yes,Bank transfer (auto),No,0,No,No,Yes,No,2,19.7,0,1,0,1,Price-Sensitive
CUST51011,32,Month-to-month,54.49,1594.87,DSL,Yes,Yes,No,Bank transfer (auto),No,0,No,Yes,Yes,Yes,1,2.05,0,1,1,1,Price-Sensitive
CUST51012,5,Month-to-month,101.32,441.13,DSL,No,No,Yes,Electronic check,Yes,0,Yes,Yes,No,No phone service,8,10.84,0,3,0,2,Service-Frustrated
CUST51013,26,Month-to-month,99.71,2217.28,Fiber optic,No,No,Yes,Electronic check,No,0,No,Yes,Yes,Yes,2,14.91,0,0,1,1,Price-Sensitive
CUST51014,10,Two year,98.34,1019.58,Fiber optic,No,No,No,Credit card (auto),No,0,No,Yes,Yes,No,0,29.68,0,0,0,1,Price-Sensitive
CUST51015,2,Two year,58.27,103.19,Fiber optic,No,No,No,Mailed check,No,0,Yes,No,Yes,Yes,4,26.21,1,1,0,0,Early Leavers
CUST51016,17,Month-to-month,95.22,1696.02,No,No internet service,No internet service,No internet service,Electronic check,No,1,Yes,Yes,Yes,No,0,0.0,2,1,1,0,Early Leavers
CUST51017,19,Two year,72.94,1250.65,Fiber optic,Yes,No,Yes,Credit card (auto),No,0,Yes,No,Yes,Yes,6,72.94,1,3,0,2,Service-Frustrated
CUST51018,9,Two year,70.46,647.86,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,Yes,Yes,Yes,4,0.0,1,0,0,0,Early Leavers
CUST51019,1,Month-to-month,120.0,120.35,Fiber optic,No,Yes,No,Bank transfer (auto),No,0,Yes,No,Yes,No,1,80.06,0,0,1,1,Price-Sensitive
CUST51020,4,Two year,51.97,191.89,DSL,Yes,Yes,No,Electronic check,No,0,No,Yes,Yes,Yes,1,28.32,0,3,1,1,Price-Sensitive
CUST51021,30,Month-to-month,74.28,2297.29,Fiber optic,No,No,No,Credit card (auto),Yes,0,Yes,No,Yes,Yes,8,8.17,1,0,0,2,Service-Frustrated
CUST51023,39,Month-to-month,114.28,4386.88,No,No internet service,No internet service,No internet service,Electronic check,Yes,1,Yes,No,Yes,No,0,0.0,0,1,0,1,Price-Sensitive
CUST51024,20,One year,51.28,942.84,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,No,Yes,No,1,0.0,0,1,0,1,Price-Sensitive
CUST51025,4,One year,73.25,250.75,Fiber optic,Yes,No,Yes,Electronic check,No,0,Yes,Yes,Yes,No,0,29.42,0,0,1,1,Price-Sensitive
CUST51026,19,One year,43.49,833.91,DSL,No,No,No,Electronic check,No,0,Yes,No,Yes,Yes,5,16.47,0,0,0,2,Service-Frustrated
CUST51027,22,One year,56.32,1154.37,No,No internet service,No internet service,No internet service,Electronic check,No,0,No,Yes,Yes,No,1,0.0,0,1,0,1,Price-Sensitive
CUST51028,2,Month-to-month,102.19,189.89,Fiber optic,No,No,No,Electronic check,No,0,No,No,Yes,No,3,20.1,2,1,0,0,Early Leavers
CUST51029,5,Two year,111.41,544.13,DSL,Yes,No,No,Electronic check,Yes,0,No,Yes,Yes,No,0,11.25,1,1,1,0,Early Leavers
CUST51031,72,Month-to-month,82.31,5994.49,Fiber optic,Yes,No,No,Bank transfer (auto),Yes,0,Yes,Yes,Yes,No,0,12.68,1,0,0,0,Early Leavers
CUST51032,13,Month-to-month,47.99,558.07,Fiber optic,Yes,No,No,Bank transfer (auto),No,0,No,Yes,Yes,No,2,27.89,0,1,0,1,Price-Sensitive
CUST51033,3,Two year,117.37,303.51,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,No,Yes,No,0,24.45,0,2,1,1,Price-Sensitive
CUST51034,28,Month-to-month,76.32,2066.3,Fiber optic,No,No,No,Bank transfer (auto),Yes,1,No,No,Yes,Yes,1,3.71,0,0,0,1,Price-Sensitive
CUST51035,7,Month-to-month,114.47,703.56,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,Yes,Yes,No,1,0.0,0,0,1,1,Price-Sensitive
CUST51036,3,One year,110.22,312.56,Fiber optic,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,3,70.27,0,0,0,1,Price-Sensitive
CUST51037,17,Month-to-month,96.74,1702.53,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,Yes,Yes,No,3,0.0,0,0,0,1,Price-Sensitive
CUST51038,15,One year,76.5,1138.85,Fiber optic,No,No,Yes,Electronic check,Yes,0,Yes,No,Yes,Yes,0,78.98,0,2,0,1,Price-Sensitive
CUST51040,13,Month-to-month,38.19,497.92,Fiber optic,Yes,No,No,Electronic check,Yes,0,Yes,Yes,Yes,No,1,35.48,0,1,1,1,Price-Sensitive
CUST51043,7,Month-to-month,73.34,452.44,Fiber optic,No,No,No,Electronic check,Yes,0,No,No,Yes,Yes,2,25.47,0,0,1,1,Price-Sensitive
CUST51045,1,Month-to-month,99.67,94.44,DSL,No,No,Yes,Bank transfer (auto),Yes,0,Yes,Yes,Yes,No,1,37.25,0,0,0,1,Price-Sensitive
CUST51046,49,Month-to-month,91.31,3969.96,Fiber optic,No,No,Yes,Electronic check,No,0,No,No,Yes,Yes,4,6.81,1,0,1,0,Early Leavers
CUST51047,4,Two year,81.99,287.72,Fiber optic,No,No,Yes,Credit card (auto),Yes,0,No,No,Yes,Yes,1,39.87,3,1,1,0,Early Leavers
CUST51048,72,Month-to-month,58.01,4215.93,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,Yes,No,Yes,Yes,0,0.0,0,1,1,1,Price-Sensitive
CUST51049,12,Month-to-month,67.15,727.99,Fiber optic,No,Yes,No,Mailed check,No,0,Yes,Yes,Yes,Yes,0,27.26,1,0,0,0,Early Leavers
CUST51051,1,One year,110.12,113.81,No,No internet service,No internet service,No internet service,Electronic check,No,1,Yes,No,Yes,No,5,0.0,2,0,1,0,Early Leavers
CUST51052,10,Month-to-month,110.15,1028.36,Fiber optic,No,Yes,Yes,Bank transfer (auto),No,0,Yes,No,Yes,Yes,3,21.49,0,1,0,1,Price-Sensitive
CUST51053,3,Month-to-month,39.56,119.91,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,Yes,8,29.54,1,0,1,2,Service-Frustrated
CUST51054,13,Month-to-month,65.92,849.74,Fiber optic,No,No,No,Electronic check,No,0,No,Yes,Yes,Yes,3,4.07,0,2,1,1,Price-Sensitive
CUST51055,7,Month-to-month,99.92,710.6,DSL,Yes,No,Yes,Electronic check,Yes,0,Yes,No,Yes,No,4,44.55,0,0,1,1,Price-Sensitive
CUST51056,21,Two year,90.09,1642.32,DSL,Yes,Yes,No,Electronic check,Yes,0,No,No,Yes,Yes,9,56.92,0,1,1,2,Service-Frustrated
CUST51058,2,Month-to-month,106.33,189.43,DSL,No,Yes,Yes,Bank transfer (auto),Yes,1,No,Yes,Yes,No,6,8.0,1,0,1,2,Service-Frustrated
CUST51059,22,Month-to-month,24.02,528.1,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,Yes,Yes,No,0,0.0,0,0,0,1,Price-Sensitive
CUST51061,9,Month-to-month,49.62,464.66,Fiber optic,No,No,Yes,Bank transfer (auto),No,0,No,No,Yes,No,5,11.92,0,0,1,2,Service-Frustrated
CUST51062,14,Month-to-month,23.41,281.53,Fiber optic,Yes,No,Yes,Mailed check,No,0,No,Yes,Yes,Yes,0,34.42,0,0,1,1,Price-Sensitive
CUST51064,5,Month-to-month,40.96,183.87,Fiber optic,No,Yes,Yes,Electronic check,No,0,Yes,Yes,Yes,No,1,18.39,1,1,1,0,Early Leavers
CUST51065,1,Month-to-month,113.45,115.16,DSL,No,No,Yes,Credit card (auto),Yes,0,No,Yes,Yes,Yes,1,10.68,0,1,0,1,Price-Sensitive
CUST51066,11,Month-to-month,73.29,751.67,DSL,Yes,No,No,Bank transfer (auto),Yes,1,Yes,No,No,No phone service,2,9.36,1,0,0,0,Early Leavers
CUST51068,22,One year,41.4,824.05,Fiber optic,Yes,No,No,Mailed check,Yes,0,Yes,Yes,Yes,Yes,4,26.38,2,0,0,0,Early Leavers
CUST51069,6,Month-to-month,100.6,529.77,Fiber optic,Yes,No,Yes,Bank transfer (auto),No,0,Yes,No,Yes,Yes,1,6.35,0,0,0,1,Price-Sensitive
CUST51070,13,Month-to-month,39.91,526.1,DSL,No,Yes,No,Bank transfer (auto),Yes,0,No,Yes,Yes,Yes,0,58.6,0,0,0,1,Price-Sensitive
CUST51071,42,Month-to-month,111.96,4745.58,DSL,No,No,No,Mailed check,Yes,1,No,No,Yes,No,4,33.37,1,0,1,0,Early Leavers
CUST51072,14,One year,38.1,471.28,Fiber optic,No,Yes,No,Bank transfer (auto),Yes,0,Yes,Yes,Yes,Yes,3,13.65,0,0,0,1,Price-Sensitive
CUST51073,17,Month-to-month,86.07,1428.79,Fiber optic,No,No,No,Mailed check,No,0,No,Yes,Yes,Yes,0,42.74,0,0,0,1,Price-Sensitive
CUST51074,24,One year,47.96,1139.15,DSL,No,No,No,Electronic check,No,0,Yes,No,Yes,Yes,4,49.17,0,1,1,1,Price-Sensitive
CUST51075,4,Month-to-month,110.05,442.65,Fiber optic,No,No,Yes,Credit card (auto),Yes,0,No,No,Yes,No,3,1.96,1,0,0,0,Early Leavers
CUST51077,15,Month-to-month,82.43,1139.58,Fiber optic,Yes,No,Yes,Mailed check,Yes,0,No,No,No,No phone service,2,10.16,1,0,0,0,Early Leavers
CUST51078,7,Month-to-month,110.17,791.82,Fiber optic,No,No,Yes,Credit card (auto),No,1,Yes,Yes,Yes,Yes,0,49.72,0,0,1,1,Price-Sensitive
CUST51079,1,Month-to-month,91.16,90.82,Fiber optic,No,No,No,Bank transfer (auto),No,0,Yes,No,Yes,No,0,15.08,0,1,1,1,Price-Sensitive
CUST51081,2,Month-to-month,58.08,104.32,DSL,No,No,Yes,Mailed check,Yes,0,No,Yes,Yes,Yes,0,43.99,0,0,1,1,Price-Sensitive
CUST51082,29,Month-to-month,36.53,1053.69,Fiber optic,No,No,No,Electronic check,No,0,No,Yes,Yes,No,10,15.9,1,1,1,2,Service-Frustrated
CUST51083,10,Month-to-month,41.69,431.02,DSL,No,No,No,Electronic check,No,0,Yes,Yes,Yes,Yes,1,21.82,0,1,1,1,Price-Sensitive
CUST51084,48,Month-to-month,96.95,4316.65,DSL,Yes,Yes,No,Electronic check,No,0,Yes,No,Yes,No,4,7.56,2,1,1,0,Early Leavers
CUST51085,8,One year,91.45,727.84,DSL,No,No,No,Mailed check,Yes,0,Yes,Yes,Yes,No,0,57.91,1,0,0,0,Early Leavers
CUST51086,15,Month-to-month,106.77,1676.31,Fiber optic,No,Yes,No,Mailed check,Yes,0,Yes,Yes,Yes,Yes,2,3.64,0,0,0,1,Price-Sensitive
CUST51087,4,Month-to-month,94.61,344.95,Fiber optic,No,No,Yes,Mailed check,No,1,Yes,Yes,Yes,Yes,2,26.49,1,0,1,0,Early Leavers
CUST51088,19,Month-to-month,117.61,2308.18,DSL,No,Yes,No,Electronic check,Yes,0,No,No,No,No phone service,9,25.89,0,2,1,2,Service-Frustrated
CUST51091,72,Month-to-month,52.3,3706.86,Fiber optic,Yes,No,Yes,Credit card (auto),No,0,No,Yes,Yes,Yes,2,15.66,0,1,0,1,Price-Sensitive
CUST51093,22,One year,46.8,972.52,Fiber optic,No,No,Yes,Bank transfer (auto),No,0,No,No,Yes,Yes,3,31.05,0,0,0,1,Price-Sensitive
CUST51094,3,One year,63.35,163.28,DSL,Yes,No,No,Electronic check,No,0,Yes,No,Yes,Yes,1,51.08,0,0,0,1,Price-Sensitive
CUST51097,32,Two year,22.47,741.94,Fiber optic,Yes,No,Yes,Mailed check,Yes,0,No,No,Yes,No,8,4.39,0,0,0,2,Service-Frustrated
CUST51098,10,Month-to-month,31.21,300.33,Fiber optic,No,No,Yes,Bank transfer (auto),No,0,Yes,Yes,Yes,Yes,4,10.66,1,0,0,0,Early Leavers
CUST51100,18,Month-to-month,72.38,1122.93,Fiber optic,No,No,No,Electronic check,No,1,No,No,No,No phone service,3,45.64,0,1,1,1,Price-Sensitive
CUST51103,26,Month-to-month,27.86,628.02,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,1,No,No,Yes,Yes,2,0.0,0,0,0,1,Price-Sensitive
CUST51104,9,Month-to-month,46.02,410.01,No,No internet service,No internet service,No internet service,Electronic check,No,0,Yes,Yes,Yes,Yes,8,0.0,0,1,0,2,Service-Frustrated
CUST51105,26,Month-to-month,45.16,1027.2,Fiber optic,No,No,No,Credit card (auto),No,0,No,Yes,Yes,Yes,3,6.03,1,2,0,0,Early Leavers
CUST51106,28,One year,109.26,2872.12,Fiber optic,No,Yes,No,Electronic check,Yes,0,No,No,Yes,Yes,3,31.97,1,2,0,0,Early Leavers
CUST51107,72,Month-to-month,67.96,4299.92,DSL,Yes,No,No,Credit card (auto),Yes,0,No,Yes,Yes,No,6,58.0,1,0,0,2,Service-Frustrated
CUST51108,46,Month-to-month,69.34,3134.57,Fiber optic,Yes,Yes,No,Electronic check,No,1,No,Yes,Yes,Yes,4,73.48,0,0,0,1,Price-Sensitive
CUST51109,47,Month-to-month,106.87,5235.72,Fiber optic,No,Yes,No,Mailed check,Yes,0,No,No,Yes,No,6,29.49,0,0,0,2,Service-Frustrated
CUST51110,20,Month-to-month,99.98,1711.35,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,No,Yes,Yes,0,0.0,1,0,0,0,Early Leavers
CUST51111,8,Month-to-month,84.71,692.53,Fiber optic,No,Yes,No,Mailed check,No,1,No,No,Yes,Yes,0,50.82,0,1,0,1,Price-Sensitive
CUST51112,72,One year,111.83,7244.96,Fiber optic,No,Yes,No,Mailed check,Yes,1,No,Yes,Yes,No,5,4.72,0,1,1,2,Service-Frustrated
CUST51113,9,Month-to-month,69.46,574.6,Fiber optic,Yes,No,Yes,Bank transfer (auto),Yes,0,No,No,No,No phone service,1,14.09,0,0,0,1,Price-Sensitive
CUST51114,35,Month-to-month,101.99,3213.94,DSL,No,No,No,Credit card (auto),Yes,1,No,No,Yes,No,1,21.6,0,0,1,1,Price-Sensitive
CUST51115,1,Month-to-month,117.8,104.87,No,No internet service,No internet service,No internet service,Credit card (auto),No,1,No,No,Yes,Yes,1,0.0,0,1,0,1,Price-Sensitive
CUST51116,1,One year,44.4,39.03,DSL,Yes,No,No,Credit card (auto),Yes,0,No,Yes,Yes,No,3,13.91,0,0,1,1,Price-Sensitive
CUST51117,23,Two year,81.83,1626.75,Fiber optic,No,No,Yes,Bank transfer (auto),No,0,Yes,No,Yes,Yes,2,50.61,0,0,0,1,Price-Sensitive
CUST51118,6,Month-to-month,104.92,574.39,Fiber optic,Yes,Yes,No,Credit card (auto),No,0,Yes,No,Yes,No,0,4.21,1,1,0,0,Early Leavers
CUST51120,2,Two year,111.08,217.46,Fiber optic,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,No,3,18.18,0,1,0,1,Price-Sensitive
CUST51121,18,Two year,25.76,470.88,Fiber optic,Yes,No,Yes,Electronic check,No,0,Yes,No,Yes,Yes,2,8.86,0,0,1,1,Price-Sensitive
CUST51122,5,Month-to-month,67.26,296.91,DSL,No,Yes,Yes,Credit card (auto),No,0,Yes,No,No,No phone service,1,22.7,0,0,1,1,Price-Sensitive
CUST51123,6,Two year,119.5,641.04,Fiber optic,Yes,Yes,Yes,Bank transfer (auto),Yes,0,Yes,No,Yes,No,1,32.47,0,0,0,1,Price-Sensitive
CUST51124,20,Two year,50.01,999.76,Fiber optic,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,5,6.0,1,1,0,2,Service-Frustrated
CUST51125,20,Month-to-month,88.29,1780.63,No,No internet service,No internet service,No internet service,Mailed check,No,1,Yes,No,Yes,Yes,1,0.0,1,0,0,0,Early Leavers
CUST51126,16,Month-to-month,86.44,1207.43,DSL,Yes,No,No,Credit card (auto),No,0,No,Yes,Yes,No,1,23.44,0,0,1,1,Price-Sensitive
CUST51127,1,Month-to-month,108.03,93.11,DSL,No,No,Yes,Electronic check,Yes,0,Yes,No,No,No phone service,2,17.55,0,1,1,1,Price-Sensitive
CUST51129,5,One year,47.0,204.9,Fiber optic,Yes,Yes,No,Electronic check,No,0,No,No,Yes,No,0,21.75,0,1,0,1,Price-Sensitive
CUST51130,25,Month-to-month,116.93,2536.67,Fiber optic,No,Yes,No,Credit card (auto),Yes,0,No,Yes,Yes,Yes,0,8.39,0,2,1,1,Price-Sensitive
CUST51132,23,Month-to-month,50.72,1160.1,DSL,No,No,Yes,Mailed check,Yes,0,No,No,Yes,No,0,57.66,1,2,0,0,Early Leavers
CUST51133,60,Month-to-month,97.83,5868.85,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,No phone service,4,4.63,0,1,0,1,Price-Sensitive
CUST51134,6,Month-to-month,51.68,279.95,Fiber optic,No,No,Yes,Electronic check,Yes,1,No,Yes,Yes,No,2,64.49,1,0,0,0,Early Leavers
CUST51135,44,Month-to-month,45.25,1986.8,DSL,No,No,Yes,Credit card (auto),No,1,No,Yes,No,No phone service,2,20.57,1,0,0,0,Early Leavers
CUST51137,10,Month-to-month,119.56,1187.72,Fiber optic,No,Yes,No,Mailed check,Yes,0,Yes,No,Yes,Yes,2,37.18,0,1,1,1,Price-Sensitive
CUST51138,20,Month-to-month,35.74,661.69,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,No,No,Yes,No,4,0.0,0,1,0,1,Price-Sensitive
